px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
10.9734	-3.42511	-2.68569	-2.17997	0.261742	10.9584	-3.30584	10.95	-3.3	1.99953	2.99928	1.9602
11.051	-3.29801	-2.70262	-2.16173	0.265369	11.0447	-3.1561	11.05	-3.15	1.9995	2.99925	0.120569
11.0876	-3.12415	-2.70119	-2.06237	0.411794	11.1178	-2.98807	11.1	-3	0.907725	2.72317	1.91446
11.1567	-2.97901	-2.71475	-2.03551	0.414846	11.1427	-2.86566	11.15	-2.85	0.907708	2.72314	0.0779825
11.2044	-2.81445	-2.73289	-1.98139	0.462805	11.1491	-2.68183	11.2	-2.7	0.908929	2.72678	0.281279
11.263	-2.66302	-2.74652	-1.95222	0.465341	11.2525	-2.55311	11.25	-2.55	0.908929	2.72678	0.072747
11.1805	-2.4196	-2.77512	-1.70153	0.863692	11.1188	-2.36202	11.2	-2.4	-0.909276	2.72782	11.2185
11.1948	-2.26722	-2.7753	-1.65314	0.864384	11.1594	-2.25598	11.15	-2.25	-0.909276	2.72782	0.00872946
11.3133	-2.22581	-2.61629	-1.81813	0.482638	11.2029	-2.09837	11.25	-2.1	1.81915	2.72871	11.2619
11.3477	-2.073	-2.631	-1.78953	0.48298	11.3525	-1.95787	11.35	-1.95	1.81913	2.72869	0.0794005
11.3488	-1.90803	-2.64642	-1.72225	0.551548	11.3011	-1.79507	11.35	-1.8	0	2.73035	0.468213
11.3672	-1.75484	-2.65636	-1.68992	0.552396	11.3326	-1.67041	11.35	-1.65	0	2.73033	0.0504417
11.2848	-1.57893	-2.68928	-1.53671	0.769745	11.0622	-1.44342	11.3	-1.5	-0.999165	2.99748	3.99034
11.2771	-1.43616	-2.69895	-1.49692	0.770009	11.2595	-1.35818	11.25	-1.35	-0.999155	2.99745	0.0385036
11.2221	-1.26691	-2.73757	-1.39687	0.8721	11.1658	-1.23674	11.2	-1.25	-0.909822	1.81964	0.83878
11.1904	-1.12376	-2.73243	-1.34829	0.873078	11.1524	-1.15803	11.15	-1.15	-0.909822	1.81964	0.0161175
11.0461	-0.948511	-2.84647	-1.15775	1.13334	10.8534	-0.929069	11.05	-0.95	-1.99817	3.99632	5.8695
10.9844	-0.811202	-2.85657	-1.10069	1.1324	10.9584	-0.728742	10.95	-0.75	-1.99816	3.99632	0.0453274
10.9424	-0.691352	-2.78076	-1.09164	1.03119	10.8608	-0.663121	10.9	-0.649999	-0.908549	1.8171	1.38522
10.8682	-0.557409	-2.78128	-1.03487	1.03113	10.8648	-0.553034	10.85	-0.549999	-0.908532	1.81708	0.000189713
10.7696	-0.425101	-2.8173	-0.949413	1.08683	10.8451	-0.437482	10.75	-0.45	-1.8174	1.81738	0.454461
10.6748	-0.306557	-2.81228	-0.888199	1.08879	10.6542	-0.347474	10.65	-0.35	-1.8174	1.81738	0.0127218
10.4924	-0.188584	-2.95589	-0.72237	1.2836	10.5062	-0.245062	10.5	-0.25	-2.72796	1.81864	5.02049
10.3659	-0.0922441	-2.94895	-0.649329	1.28687	10.3438	-0.150982	10.35	-0.15	-2.72796	1.81864	0.0237084
10.2921	-0.0219386	-2.81787	-0.625767	1.20357	10.4884	-0.0812124	10.25	-0.0999996	-1.81964	0.909826	1.98798
10.1632	0.0528739	-2.80652	-0.554812	1.20996	10.1537	-0.0482457	10.15	-0.0499992	-1.81963	0.909818	0.0616597
10.0105	0.10987	-2.82142	-0.46494	1.24539	9.92588	0.00395802	10	9.49949e-07	-2.73049	0.910169	0.263096
9.86909	0.159683	-2.80851	-0.389105	1.25468	9.85676	0.0351738	9.85	0.0500011	-2.73047	0.910161	0.0931659
9.71226	0.186311	-2.80597	-0.299442	1.28172	9.63973	0.0585714	9.7	0.0500011	-2.72439	0	0.224292
9.56224	0.205777	-2.79087	-0.216849	1.29623	9.54669	0.0374948	9.55	0.0500011	-2.72438	0	0.169267
9.40199	0.210659	-2.78968	-0.128538	1.31636	9.32242	0.112393	9.4	0.100001	-2.72773	0.90923	0.162487
9.24965	0.216933	-2.78534	-0.0509787	1.32242	9.24446	0.153574	9.25	0.15	-2.7277	0.909222	0.0238906
9.09754	0.211271	-2.77128	0.0272105	1.3277	9.0614	0.20077	9.1	0.2	-2.72652	0.908843	0.057895
8.94668	0.208427	-2.77354	0.0957177	1.32249	8.94752	0.260272	8.95	0.25	-2.72653	0.908843	0.0158953
8.84806	0.13038	-2.57348	0.216678	1.3838	8.90199	0.247143	8.85	0.25	-1.81847	0	4.11112
8.71459	0.113521	-2.57385	0.279186	1.36904	8.76016	0.263752	8.75	0.25	-1.81846	0	0.147073
8.51319	0.231831	-2.81121	0.196469	1.16374	8.46355	0.258809	8.55	0.25	-3.6326	0	5.68069
8.3632	0.20267	-2.81102	0.256317	1.15914	8.35367	0.252596	8.35	0.25	-3.6326	0	0.0154715
8.20397	0.178885	-2.81885	0.305494	1.14197	8.05161	0.241868	8.2	0.25	-2.72841	0	0.318265
8.05878	0.140442	-2.81575	0.358914	1.13201	8.05411	0.247878	8.05	0.25	-2.72842	0	0.0689833
7.90716	0.113223	-2.8139	0.397718	1.10639	7.78653	0.205765	7.9	0.2	-2.72708	-0.909025	0.30274
7.76643	0.0587915	-2.81089	0.451433	1.09885	7.74339	0.144028	7.75	0.15	-2.72705	-0.909016	0.0468709
7.62429	0.0427456	-2.82566	0.456784	1.02806	7.77346	0.0969346	7.6	0.100001	-2.73169	-0.910554	0.538677
7.48652	-0.0222812	-2.82306	0.507982	1.02261	7.45362	0.0452052	7.45	0.0500011	-2.73169	-0.910554	0.0343268
7.3071	0.00225786	-2.89308	0.445964	0.86407	7.15329	0.0425189	7.3	0.0500011	-2.99789	0	1.91776
7.17834	-0.0547511	-2.8881	0.483612	0.858527	7.16618	0.0287673	7.15	0.0500011	-2.9979	0	0.0432925
7.09375	-0.156086	-2.78373	0.591111	0.96182	7.17215	-0.0469302	7.05	-0.0499995	-1.81811	-1.81813	2.61353
6.96922	-0.236192	-2.77803	0.638349	0.956167	6.95426	-0.147757	6.95	-0.15	-1.8181	-1.81811	0.0490357
6.86376	-0.330582	-2.74628	0.710012	0.994469	6.83008	-0.250179	6.85	-0.25	-1.81646	-1.81646	0.49167
6.7533	-0.425125	-2.73992	0.760676	0.990703	6.76395	-0.345347	6.75	-0.35	-1.81645	-1.81645	0.039748
6.66797	-0.528191	-2.70988	0.831725	1.02452	6.74798	-0.457727	6.65	-0.45	-1.81901	-1.819	0.3468
6.57032	-0.635541	-2.70555	0.884825	1.02166	6.54569	-0.565853	6.55	-0.549999	-1.81899	-1.81898	0.0339503
6.53747	-0.820989	-2.69811	1.05703	1.20996	6.565	-0.754748	6.5	-0.749999	-0.909789	-3.63914	2.29895
6.46847	-0.951492	-2.69798	1.12291	1.20937	6.4494	-0.940848	6.45	-0.949999	-0.909781	-3.63911	0.00301842
6.41612	-1.08264	-2.706	1.18818	1.21384	6.44213	-1.11266	6.4	-1.1	-1.0002	-3.00061	0.0223187
6.3683	-1.21231	-2.71033	1.24939	1.21373	6.34405	-1.26138	6.35	-1.25	-1.0002	-3.00061	0.0188351
6.3208	-1.32734	-2.69258	1.28217	1.16409	6.39474	-1.36501	6.3	-1.35	-1.00035	-2.00072	0.275306
6.28493	-1.45586	-2.69179	1.33949	1.16352	6.25356	-1.42931	6.25	-1.45	-1.00036	-2.00072	0.010747
6.29168	-1.62889	-2.7505	1.47043	1.28962	6.24787	-1.61119	6.25	-1.6	0	-2.99288	1.40338
6.28007	-1.76575	-2.75102	1.53409	1.28875	6.23547	-1.75335	6.25	-1.75	0	-2.99285	0.0136178
6.32435	-1.9483	-2.819	1.67413	1.40967	6.41111	-1.93027	6.3	-1.9	0.909739	-2.72921	1.33378
6.34663	-2.099	-2.81576	1.75179	1.41052	6.34873	-2.05372	6.35	-2.05	0.909735	-2.72921	0.0130301
6.36037	-2.21088	-2.69941	1.77533	1.30589	6.53066	-2.26346	6.35	-2.2	0	-2.72782	2.18636
6.3942	-2.35416	-2.69896	1.84659	1.30553	6.36917	-2.33894	6.35	-2.35	0	-2.72779	0.00546808
6.39264	-2.48356	-2.62978	1.86393	1.20987	6.27034	-2.51837	6.35	-2.55	0	-3.63689	1.40383
6.432	-2.6272	-2.63942	1.92561	1.20316	6.34287	-2.73391	6.35	-2.75	0	-3.63689	0.120509
6.48292	-2.79612	-2.70758	1.99203	1.20927	6.45883	-2.92313	6.4	-2.9	0.908854	-2.72658	0.41987
6.53966	-2.93854	-2.71851	2.05164	1.20022	6.43866	-3.06257	6.45	-3.05	0.908859	-2.72658	0.158556
6.57876	-3.0887	-2.71118	2.08265	1.14606	6.49154	-3.20004	6.5	-3.2	0.908863	-2.72658	0.569601
6.64599	-3.22566	-2.72123	2.13722	1.13554	6.53579	-3.34211	6.55	-3.35	0.908855	-2.72655	0.158125
6.69779	-3.36978	-2.69384	2.1613	1.07389	6.70146	-3.53446	6.6	-3.5	0.908714	-2.72613	0.967458
6.7718	-3.50261	-2.70483	2.20897	1.06014	6.64657	-3.63945	6.65	-3.65	0.908702	-2.72611	0.210093
6.8206	-3.6561	-2.70387	2.22146	0.998225	6.70956	-3.81739	6.7	-3.8	0.909565	-2.72871	0.766467
6.89817	-3.78896	-2.71667	2.26024	0.979288	6.74885	-3.96368	6.75	-3.95	0.909561	-2.72869	0.320063
6.9314	-3.93395	-2.665	2.2527	0.895795	6.73758	-4.06653	6.8	-4.1	0.908566	-2.72568	1.53311
7.00932	-4.06553	-2.67755	2.28314	0.874074	6.85796	-4.25464	6.85	-4.25	0.908561	-2.72569	0.352809
7.10754	-4.24598	-2.81527	2.30761	0.859574	7.10395	-4.49091	6.95	-4.4	1.81821	-2.72732	1.70504
7.19623	-4.379	-2.82598	2.33497	0.837117	7.04679	-4.55716	7.05	-4.55	1.81822	-2.72732	0.322485
7.24189	-4.52575	-2.7796	2.32223	0.764649	7.02393	-4.64459	7.1	-4.7	0.91085	-2.73253	1.20549
7.32525	-4.66089	-2.78973	2.339	0.736778	7.13435	-4.85502	7.15	-4.85	0.910837	-2.73251	0.438754
7.35751	-4.79278	-2.70211	2.31345	0.655031	7.24619	-4.97656	7.2	-4.95	1.00033	-2.00068	2.11285
7.43043	-4.91086	-2.70781	2.32559	0.632705	7.25317	-5.04605	7.25	-5.05	1.00033	-2.00066	0.294676
7.51992	-5.06748	-2.8677	2.34063	0.635123	7.22054	-5.09604	7.35	-5.2	1.9976	-2.9964	4.47053
7.60092	-5.19151	-2.87414	2.35025	0.611193	7.43604	-5.34825	7.45	-5.35	1.9976	-2.9964	0.304613
7.62054	-5.30931	-2.68875	2.3178	0.521791	7.40989	-5.38617	7.5	-5.45	0.908252	-1.8165	5.31941
7.70341	-5.43688	-2.69356	2.32618	0.500087	7.55662	-5.56714	7.55	-5.55	0.908244	-1.81648	0.225051
7.77182	-5.57982	-2.75459	2.32457	0.478002	7.39379	-5.52612	7.65	-5.7	1.81785	-2.72677	2.26428
7.86089	-5.70827	-2.76015	2.33268	0.458762	7.76459	-5.8425	7.75	-5.85	1.81785	-2.72677	0.157944
7.88716	-5.83004	-2.58276	2.29532	0.374662	7.84699	-6.00602	7.8	-5.95	0.909078	-1.81815	5.17937
7.96684	-5.95127	-2.58596	2.29988	0.357964	7.85921	-6.04502	7.85	-6.05	0.909073	-1.81815	0.117761
8.06077	-6.09174	-2.68108	2.30926	0.357597	7.89511	-6.1416	7.95	-6.2	1.8197	-2.72955	1.36393
8.14414	-6.22036	-2.68706	2.30966	0.337738	8.05619	-6.36041	8.05	-6.35	1.81969	-2.72953	0.157086
8.25138	-6.37281	-2.78729	2.31594	0.33341	8.2234	-6.53735	8.15	-6.5	1.8187	-2.72807	1.0137
8.33869	-6.50606	-2.79354	2.31425	0.312886	8.25446	-6.64851	8.25	-6.65	1.81869	-2.72804	0.15641
8.37089	-6.62707	-2.63356	2.27686	0.241609	8.32206	-6.77114	8.3	-6.75	0.908979	-1.81795	3.971
8.44626	-6.75453	-2.63628	2.27128	0.222428	8.31728	-6.8399	8.35	-6.85	0.908979	-1.81795	0.13696
8.49694	-6.8869	-2.61807	2.24888	0.185855	8.2713	-6.91098	8.4	-7	0.909094	-2.72732	0.475924
8.56551	-7.02218	-2.62376	2.23579	0.162418	8.44183	-7.15372	8.45	-7.15	0.909102	-2.72732	0.184234
8.67046	-7.16859	-2.74399	2.25003	0.183205	8.54154	-7.25975	8.55	-7.3	1.81751	-2.72628	1.79507
8.74487	-7.3107	-2.75232	2.23686	0.160039	8.65899	-7.4699	8.65	-7.45	1.81752	-2.72628	0.185113
8.77744	-7.45203	-2.6321	2.18639	0.082931	8.83598	-7.68162	8.7	-7.55	0.908615	-1.81723	3.40998
8.8473	-7.58223	-2.63512	2.17778	0.0698837	8.76769	-7.64094	8.75	-7.65	0.908607	-1.81721	0.0550976
8.9528	-7.71762	-2.75014	2.2036	0.111237	8.77916	-7.72457	8.85	-7.8	1.8215	-2.73224	2.0971
9.02638	-7.85558	-2.75608	2.19357	0.0954293	8.95669	-7.95155	8.95	-7.95	1.82148	-2.73221	0.0785991
9.10754	-8.00403	-2.81661	2.18713	0.0909079	9.1081	-8.22433	9	-8.1	0.999025	-2.99707	0.531111
9.1676	-8.13937	-2.82331	2.17085	0.0705304	9.05476	-8.24211	9.05	-8.25	0.999015	-2.99704	0.129967
9.16179	-8.27804	-2.64478	2.09166	-0.0431094	9.13825	-8.4037	9.1	-8.35	0.908285	-1.81657	5.65254
9.22054	-8.41408	-2.64759	2.07775	-0.0543386	9.14025	-8.44981	9.15	-8.45	0.908268	-1.81655	0.0437214
9.28892	-8.54996	-2.67166	2.07465	-0.0492526	9.22081	-8.59155	9.2	-8.6	0.91012	-2.73036	0.0858842
9.34194	-8.69318	-2.67754	2.05624	-0.0642675	9.25031	-8.76071	9.25	-8.75	0.910112	-2.73033	0.072055
9.39874	-8.83803	-2.69741	2.04358	-0.0693494	9.30208	-8.90831	9.3	-8.9	0.909524	-2.72856	0.0991578
9.44702	-8.98484	-2.70381	2.02351	-0.0847422	9.34431	-9.04587	9.35	-9.05	0.909524	-2.72856	0.0796069
9.51558	-9.12023	-2.76226	2.03267	-0.0569749	9.39993	-9.18842	9.4	-9.2	0.999066	-2.99725	0.538083
9.55392	-9.26467	-2.7731	2.00924	-0.0762394	9.4452	-9.37195	9.45	-9.35	0.999075	-2.99724	0.129347
9.59992	-9.41427	-2.77983	1.99111	-0.0887624	9.48751	-9.46421	9.5	-9.5	0.909706	-2.7291	0.088113
9.64244	-9.56978	-2.78884	1.96971	-0.104161	9.55098	-9.64789	9.55	-9.65	0.909706	-2.7291	0.0798118
9.69259	-9.7086	-2.81881	1.96642	-0.0936918	9.57122	-9.75525	9.6	-9.8	1.00048	-3.00143	0.202967
9.72535	-9.85604	-2.82936	1.94403	-0.110055	9.62408	-9.94149	9.65	-9.95	1.00046	-3.00141	0.0970408
9.73086	-9.99071	-2.7843	1.89807	-0.164222	9.61433	-9.96417	9.7	-10.05	0.998785	-1.99755	0.585597
9.76924	-10.1265	-2.78723	1.88551	-0.168196	9.7457	-10.1502	9.75	-10.15	0.998775	-1.99754	0.00617726
9.74075	-10.2818	-2.69638	1.79378	-0.287622	9.77731	-10.3295	9.75	-10.3	0	-2.72851	2.65132
9.76933	-10.4283	-2.69852	1.77586	-0.289487	9.76557	-10.4501	9.75	-10.45	0	-2.72849	0.00287672
9.84331	-10.5785	-2.74857	1.80612	-0.222069	9.89592	-10.7137	9.8	-10.6	0.909012	-2.72704	0.578777
9.87192	-10.729	-2.752	1.78998	-0.225496	9.85066	-10.7537	9.85	-10.75	0.909012	-2.72703	0.00589577
9.85924	-10.87	-2.71594	1.73381	-0.288986	9.84397	-10.9287	9.85	-10.9	0	-3.00318	0.65304
9.87405	-11.0089	-2.72094	1.71484	-0.292863	9.85693	-11.0512	9.85	-11.05	0	-3.00316	0.0119538
9.88697	-11.1376	-2.72468	1.70426	-0.282742	9.74773	-11.0482	9.85	-11.2	0	-3.00013	0.304364
9.89162	-11.2829	-2.73468	1.68108	-0.29037	9.84407	-11.3565	9.85	-11.35	0	-3.00012	0.0435061
9.91394	-11.425	-2.76248	1.68434	-0.257498	9.79495	-11.4686	9.85	-11.5	0	-2.99592	0.273034
9.91285	-11.5741	-2.77439	1.66052	-0.266649	9.83943	-11.6467	9.85	-11.65	0	-2.99592	0.0597558
9.77991	-11.7216	-2.64749	1.47987	-0.515417	9.76634	-11.6976	9.8	-11.75	-0.908731	-1.81746	7.6556
9.76289	-11.8651	-2.64723	1.45086	-0.516019	9.74774	-11.8511	9.75	-11.85	-0.908731	-1.81746	0.00268891
9.71574	-12.0202	-2.64581	1.38575	-0.570412	9.7856	-12.1262	9.7	-12	-0.909591	-2.72875	0.479721
9.68214	-12.1625	-2.64713	1.35196	-0.57243	9.64482	-12.1455	9.65	-12.15	-0.909582	-2.72873	0.0103566
9.63601	-12.3037	-2.648	1.31099	-0.583642	9.57233	-12.2948	9.6	-12.3	-0.908879	-2.72667	0.0362791
9.58999	-12.4462	-2.65248	1.2755	-0.586079	9.55167	-12.4583	9.55	-12.45	-0.908879	-2.72665	0.00923278
9.42271	-12.5736	-2.63038	1.09987	-0.799633	9.37132	-12.4833	9.45	-12.55	-1.82006	-1.82006	3.02235
9.35692	-12.696	-2.62572	1.05729	-0.799027	9.359	-12.6499	9.35	-12.65	-1.82005	-1.82005	0.013101
9.1407	-12.7975	-2.65902	0.836066	-1.0722	9.16109	-12.6848	9.2	-12.75	-3.00047	-2.00033	4.08331
9.04896	-12.8897	-2.65597	0.782099	-1.07293	9.028	-12.8337	9.05	-12.85	-3.00048	-2.00033	0.0226614
8.87118	-12.9729	-2.69499	0.637708	-1.20096	8.85918	-12.7953	8.95	-12.9	-1.81543	-0.907707	0.982451
8.76175	-13.0479	-2.68091	0.575289	-1.20079	8.84257	-12.9684	8.85	-12.95	-1.81542	-0.907708	0.0756895
8.65844	-13.1184	-2.65178	0.534544	-1.16178	8.66865	-13.0114	8.7	-13.05	-2.73134	-1.82089	0.205472
8.53449	-13.1847	-2.64691	0.471052	-1.16266	8.55319	-13.1445	8.55	-13.15	-2.73135	-1.82089	0.0118998
8.29639	-13.1788	-2.75824	0.245422	-1.43508	8.27267	-12.996	8.4	-13.15	-2.99683	0	5.56842
8.17243	-13.2011	-2.74597	0.174739	-1.4372	8.25965	-13.1488	8.25	-13.15	-2.9968	0	0.0614186
8.08015	-13.2305	-2.63276	0.166691	-1.3147	8.04571	-13.0646	8.1	-13.2	-2.72707	-0.909028	2.05548
7.93886	-13.2489	-2.63094	0.0946121	-1.315	7.95841	-13.2508	7.95	-13.25	-2.72705	-0.90902	0.00235086
7.79788	-13.2681	-2.63944	0.0246087	-1.31677	7.86599	-13.4154	7.8	-13.25	-2.7295	0	0.282937
7.6511	-13.2662	-2.64108	-0.0482431	-1.31674	7.62489	-13.249	7.65	-13.25	-2.7295	0	0.00617669
7.52837	-13.268	-2.6177	-0.0950307	-1.28279	7.50783	-13.2944	7.5	-13.25	-2.99994	0	0.165858
7.39379	-13.253	-2.62303	-0.158865	-1.2812	7.3419	-13.2474	7.35	-13.25	-2.99994	0	0.016605
7.23129	-13.2027	-2.68382	-0.265876	-1.34666	7.19781	-13.1973	7.2	-13.2	-2.72698	0.908995	0.627652
7.08678	-13.1605	-2.68818	-0.339173	-1.34499	7.04935	-13.1606	7.05	-13.15	-2.72695	0.908987	0.00844655
6.95128	-13.1161	-2.64664	-0.392881	-1.30218	6.79473	-13.0433	6.85	-13.15	-3.63709	0	0.757813
6.79894	-13.0692	-2.66925	-0.455332	-1.28922	6.65123	-13.1604	6.65	-13.15	-3.63709	0	0.176367
6.66274	-13.0229	-2.70169	-0.512379	-1.28473	6.54114	-13.2079	6.5	-13.1	-3.0006	1.00018	0.318792
6.52427	-12.9668	-2.72544	-0.5652	-1.26959	6.35317	-13.0396	6.35	-13.05	-3.0006	1.00019	0.201756
6.44633	-12.981	-2.43933	-0.525981	-1.07046	6.27012	-13.1139	6.25	-13.05	-1.81729	0	12.7659
6.30657	-12.9284	-2.46334	-0.568771	-1.05126	6.14459	-13.0471	6.15	-13.05	-1.81729	0	0.232599
6.16105	-12.8378	-2.56858	-0.646189	-1.09595	5.99498	-12.9442	6	-12.95	-2.72861	1.81906	1.2462
6.0256	-12.765	-2.59033	-0.690535	-1.07784	5.86379	-12.8408	5.85	-12.85	-2.72861	1.81907	0.182723
5.90898	-12.713	-2.57109	-0.713364	-1.03593	5.73761	-12.8672	5.7	-12.8	-2.99988	0.999964	0.52653
5.77733	-12.6477	-2.59922	-0.74101	-1.00949	5.55118	-12.7486	5.55	-12.75	-2.99985	0.999954	0.349601
5.66778	-12.6164	-2.50204	-0.73266	-0.92029	5.45236	-12.7392	5.45	-12.7	-2.00001	1	2.59736
5.54475	-12.5494	-2.52409	-0.756421	-0.89683	5.35556	-12.6423	5.35	-12.65	-1.99998	0.999994	0.252036
5.42726	-12.4623	-2.57854	-0.797153	-0.9019	5.26451	-12.5511	5.25	-12.55	-1.99732	1.99733	0.367942
5.3109	-12.3828	-2.59701	-0.822893	-0.881872	5.13769	-12.4355	5.15	-12.45	-1.9973	1.9973	0.186332
5.19533	-12.3081	-2.60087	-0.846408	-0.858709	5.1317	-12.5744	5.05	-12.35	-1.8206	1.82059	0.630647
5.08029	-12.2107	-2.61453	-0.877524	-0.842504	4.94432	-12.2438	4.95	-12.25	-1.82058	1.82058	0.110764
4.96513	-12.0601	-2.81686	-0.955885	-0.915631	4.89215	-12.1623	4.85	-12.1	-1.9998	2.99969	5.38293
4.86754	-11.9517	-2.82756	-0.988675	-0.902551	4.75047	-11.9578	4.75	-11.95	-1.9998	2.9997	0.0786218
4.79101	-11.8532	-2.7503	-1.01646	-0.873515	4.6421	-11.7788	4.7	-11.85	-1.00002	2.00003	1.64157
4.70938	-11.7408	-2.75577	-1.05164	-0.865025	4.63967	-11.7513	4.65	-11.75	-1.00001	2.00002	0.0280966
4.60691	-11.602	-2.87702	-1.08833	-0.868279	4.58347	-11.632	4.6	-11.6	-0.998955	2.99688	1.57038
4.54727	-11.4722	-2.87595	-1.13487	-0.871297	4.56619	-11.4576	4.55	-11.45	-0.99896	2.99689	0.00319866
4.46846	-11.3188	-2.9597	-1.17504	-0.869612	4.46846	-11.2092	4.5	-11.3	-1.00106	3.00319	0.684622
4.4231	-11.1779	-2.9586	-1.22493	-0.875929	4.46017	-11.1425	4.45	-11.15	-1.00106	3.00319	0.0148851
4.47086	-11.0511	-2.73655	-1.33549	-0.945219	4.43672	-11.0976	4.45	-11.05	0	1.8168	6.15596
4.43754	-10.9082	-2.73512	-1.38523	-0.943168	4.43803	-10.9525	4.45	-10.95	0	1.81679	0.0122991
4.40016	-10.768	-2.76463	-1.42015	-0.926848	4.40556	-10.7068	4.45	-10.8	0	3.00139	0.0721384
4.39148	-10.6312	-2.76299	-1.47211	-0.932532	4.45507	-10.6618	4.45	-10.65	0	3.00138	0.0301738
4.50421	-10.5038	-2.61194	-1.63276	-1.07946	4.44716	-10.5583	4.45	-10.55	0	2.00041	3.9092
4.50583	-10.3806	-2.60809	-1.67913	-1.07249	4.45187	-10.4417	4.45	-10.45	0	2.00038	0.0390931
4.5059	-10.2514	-2.61554	-1.71805	-1.05476	4.45602	-10.2142	4.5	-10.3	0.999584	2.99875	0.0366638
4.53112	-10.1234	-2.61567	-1.77236	-1.05622	4.55349	-10.1343	4.55	-10.15	0.999574	2.99871	0.00379659
4.49766	-9.9837	-2.6501	-1.7536	-0.950879	4.56608	-10.005	4.55	-10	0	2.72717	0.825044
4.53133	-9.8413	-2.6514	-1.80791	-0.952602	4.55922	-9.84124	4.55	-9.85	0	2.72714	0.00465505
4.59868	-9.6987	-2.64797	-1.89038	-0.991753	4.62339	-9.6559	4.65	-9.7	1.8193	2.72895	0.150562
4.6583	-9.55919	-2.65463	-1.95091	-0.996605	4.7439	-9.53522	4.75	-9.55	1.81929	2.72894	0.047074
4.63518	-9.4138	-2.6857	-1.89924	-0.844111	4.74852	-9.27389	4.8	-9.4	1.00006	3.00019	1.77801
4.69692	-9.28255	-2.69809	-1.94992	-0.850279	4.8446	-9.24095	4.85	-9.25	1.00005	3.00015	0.141644
4.86691	-9.17524	-2.69454	-2.12329	-1.03613	4.98605	-9.20516	4.95	-9.15	2.00004	2.00005	2.30351
4.94821	-9.05981	-2.70188	-2.17889	-1.03868	5.02283	-9.03066	5.05	-9.05	2.00004	2.00004	0.0387602
4.92575	-8.93703	-2.65924	-2.08796	-0.816202	5.12819	-8.95913	5.1	-8.9	0.999704	2.99911	3.47536
5.00686	-8.81569	-2.67452	-2.13383	-0.818393	5.14109	-8.73073	5.15	-8.75	0.999689	2.99907	0.15369
5.16191	-8.71254	-2.69427	-2.25786	-0.932862	5.33883	-8.81618	5.25	-8.65	1.81848	1.81849	1.13308
5.26733	-8.5973	-2.70378	-2.31229	-0.934294	5.36408	-8.56805	5.35	-8.55	1.81846	1.81846	0.0623794
5.28175	-8.46172	-2.66767	-2.23943	-0.737393	5.38848	-8.31037	5.45	-8.4	2.00068	3.00103	2.82562
5.38032	-8.34992	-2.68665	-2.27969	-0.737462	5.53874	-8.25196	5.55	-8.25	2.00066	3.00099	0.212209
5.51002	-8.2373	-2.73078	-2.35304	-0.79411	5.56632	-8.04704	5.65	-8.15	1.99952	1.99953	0.725866
5.61912	-8.13498	-2.74669	-2.39474	-0.793575	5.7459	-8.05196	5.75	-8.05	1.9995	1.9995	0.140598
5.67364	-8.00828	-2.71922	-2.34831	-0.642168	5.78426	-7.91676	5.8	-7.95	0.999944	1.99989	2.0048
5.77623	-7.90991	-2.72702	-2.38132	-0.641773	5.84978	-7.88144	5.85	-7.85	0.999939	1.99988	0.0382757
5.87067	-7.79632	-2.73654	-2.38861	-0.596389	5.92249	-7.69769	5.95	-7.75	1.99772	1.99772	0.275525
5.97728	-7.69962	-2.74542	-2.41859	-0.595358	6.04031	-7.64732	6.05	-7.65	1.99771	1.9977	0.0410915
6.08769	-7.58676	-2.74926	-2.4291	-0.552811	6.16773	-7.55437	6.15	-7.55	1.8199	1.8199	0.237412
6.20624	-7.4869	-2.75453	-2.45927	-0.552028	6.23866	-7.45306	6.25	-7.45	1.8199	1.81991	0.0134194
6.34393	-7.3954	-2.80096	-2.52679	-0.631345	6.25322	-7.17734	6.4	-7.35	2.99605	1.99736	1.39594
6.46678	-7.3102	-2.81284	-2.55798	-0.629611	6.55461	-7.24907	6.55	-7.25	2.99605	1.99736	0.0700725
6.61273	-7.2295	-2.83219	-2.60597	-0.652334	6.67172	-7.23041	6.65	-7.2	1.8206	0.910303	0.0739251
6.74746	-7.15288	-2.83186	-2.64188	-0.652433	6.74664	-7.15616	6.75	-7.15	1.8206	0.910298	7.02296e-05
6.80731	-7.04681	-2.74336	-2.57882	-0.476419	6.79888	-6.99594	6.85	-7.05	1.99848	1.99848	3.03685
6.92604	-6.97341	-2.74653	-2.60238	-0.475769	6.95342	-6.96092	6.95	-6.95	1.99846	1.99846	0.00556891
7.0694	-6.90103	-2.7588	-2.63507	-0.484174	7.17955	-6.9446	7.1	-6.85	2.72688	1.81792	0.143705
7.20765	-6.82042	-2.76988	-2.65884	-0.480517	7.24929	-6.7261	7.25	-6.75	2.72688	1.81792	0.0645965
7.29679	-6.70316	-2.69795	-2.58717	-0.293044	7.42782	-6.72337	7.35	-6.65	1.81821	1.81821	4.05615
7.42725	-6.61904	-2.70684	-2.60083	-0.290024	7.46332	-6.54842	7.45	-6.55	1.81821	1.81821	0.038027
7.54893	-6.5324	-2.70199	-2.60179	-0.263322	7.54452	-6.5069	7.55	-6.5	1.81726	0.908632	0.070402
