px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
24.2808	5.65555	3.23594	0.249695	-0.105949	24.5601	5.92334	24.1437	5.83295	2.65286	1.14953	1.11101
26.746	6.94602	3.10596	0.465159	0.0996372	26.6052	6.96102	26.7833	7.01246	2.6632	1.22647	0.0574788
26.6728	6.90755	3.08383	0.430615	0.0565128	26.5419	6.90075	26.7833	7.01246	2.6632	1.22647	0.0980037
29.4019	8.03414	3.28405	0.369453	-0.0356057	29.5864	8.08789	29.4352	8.26299	2.66893	1.28822	0.112526
29.4184	8.06377	3.23096	0.384108	-0.019421	29.4716	8.24519	29.4352	8.26299	2.66893	1.28822	0.355974
31.8851	9.82031	3.3409	0.658269	0.168073	31.9416	9.88017	32.0955	9.56901	2.67105	1.33358	0.0169383
31.7865	9.77993	3.1958	0.690988	0.21942	31.7928	9.49891	32.0955	9.56901	2.67105	1.33358	0.162742
34.5499	10.78	3.03392	0.316718	-0.178977	34.6157	10.6988	34.7608	10.9139	2.67035	1.3617	0.00530556
34.8168	10.8069	3.14792	0.197241	-0.288565	35.0599	10.9953	34.7608	10.9139	2.67035	1.3617	0.7119
37.296	12.0316	3.00659	0.372561	0.0054324	37.1404	12.0883	37.4287	12.2803	2.66736	1.37209	0.069275
37.4178	12.1018	3.14118	0.411507	0.0369734	37.4973	12.2943	37.4287	12.2803	2.66736	1.37209	0.204016
40.1363	13.3877	3.36839	0.450793	0.0277561	40.3285	13.4666	40.0971	13.6505	2.66232	1.36459	0.134444
40.0267	13.3934	3.19882	0.490171	0.0689467	39.9009	13.6243	40.0971	13.6505	2.66232	1.36459	0.185874
42.6389	14.7766	3.34428	0.479953	0.00997781	42.7664	14.8294	42.7638	15.0065	2.65515	1.33938	0.0565548
42.6223	14.7896	3.30639	0.493954	0.0254933	42.5714	14.9817	42.7638	15.0065	2.65515	1.33938	0.132525
45.2253	16.4806	3.48398	0.574985	0.0543245	45.3572	16.5524	45.4265	16.3307	2.64546	1.29701	0.0666391
45.3493	16.5445	3.46447	0.608697	0.124674	45.649	16.5213	45.4265	16.3307	2.64546	1.29701	1.02849
48.2166	17.3988	3.23653	0.28409	-0.15783	48.1541	17.2835	48.0823	17.6063	2.6326	1.23832	0.0376258
48.0859	17.3326	2.98052	0.290716	-0.159488	47.9331	17.5349	48.0823	17.6063	2.6326	1.23832	0.213641
50.5166	18.9658	3.10998	0.636855	0.18303	50.6228	19.0721	50.7276	18.8172	2.61569	1.16454	0.0556634
50.5185	18.9513	3.11584	0.625826	0.172058	50.5737	18.7834	50.7276	18.8172	2.61569	1.16454	0.0588687
53.5028	19.8653	3.24358	0.18462	-0.253317	53.7268	19.8982	53.3577	19.9486	2.59372	1.07716	0.127425
53.5074	19.7884	3.05469	0.105444	-0.347902	53.5277	19.862	53.3577	19.9486	2.59372	1.07716	0.245225
56.0735	20.9871	2.94397	0.402673	0.0725878	56.0322	21.0923	55.9669	20.9874	2.56561	0.978022	0.00892107
55.974	20.9484	2.8253	0.374884	0.049521	55.867	20.985	55.9669	20.9874	2.56561	0.978022	0.0969161
58.5137	21.7454	2.99317	0.305574	-0.0339472	58.6632	21.7821	58.5484	21.9225	2.53033	0.869205	0.073729
58.5597	21.7673	3.00108	0.300077	-0.0457786	58.5799	21.9815	58.5484	21.9225	2.53033	0.869205	0.26377
60.9072	22.779	2.96362	0.403061	0.0459956	60.8722	22.7876	61.0941	22.7449	2.48697	0.753031	0.0031371
60.8152	22.743	2.83478	0.400762	0.0453708	60.7648	22.6398	61.0941	22.7449	2.48697	0.753031	0.105348
63.2909	23.3988	2.92397	0.240568	-0.0863164	63.3821	23.4069	63.5955	23.4479	2.43482	0.631987	0.0242131
63.4773	23.4145	2.89223	0.147155	-0.191784	63.7478	23.7442	63.5955	23.4479	2.43482	0.631987	1.75632
66.1481	23.943	3.09325	0.180628	-0.0327409	66.3403	23.9959	66.0431	24.0276	2.37349	0.508655	0.11707
65.9506	23.8483	2.67916	0.0840691	-0.146958	65.8838	23.9541	66.0431	24.0276	2.37349	0.508655	0.488785
68.244	24.3193	2.66083	0.186928	0.0115007	68.262	24.3582	68.4273	24.4824	2.30293	0.385623	0.0020741
68.433	24.4289	2.72169	0.2586	0.0523759	68.6759	24.6059	68.4273	24.4824	2.30293	0.385623	0.921481
70.788	24.8835	2.77411	0.225484	-0.000302326	70.8275	24.8844	70.7384	24.8137	2.22347	0.265395	0.00458409
70.686	24.8278	2.51457	0.176981	-0.0635425	70.7403	24.6728	70.7384	24.8137	2.22347	0.265395	0.317862
72.8953	24.7431	2.52152	-0.0826015	-0.184233	72.8923	24.7135	72.9675	25.025	2.13584	0.150292	0.000649775
72.9865	24.7487	2.54497	-0.123001	-0.245191	73.0732	25.0343	72.9675	25.025	2.13584	0.150292	0.467784
75.0663	25.1616	2.31077	0.13737	0.0577708	75.0021	25.2595	75.1062	25.1224	2.04114	0.0423626	0.0168687
75.0046	25.1431	2.22011	0.10855	0.0278538	74.9748	25.1377	75.1062	25.1224	2.04114	0.0423626	0.0862629
77.0636	24.9558	2.31833	-0.0769945	-0.102622	77.1225	24.9297	77.1475	25.1137	1.9408	-0.0566978	0.00878568
77.0927	24.9059	2.17654	-0.206255	-0.270823	77.1386	25.2948	77.1475	25.1137	1.9408	-0.0566978	0.618193
79.0334	24.9591	2.13032	-0.00352944	0.0241614	79.1089	25.0369	79.0861	25.0086	1.83649	-0.145607	0.0167354
79.0589	24.9883	2.04335	-0.002637	0.00330082	79.1718	24.9698	79.0861	25.0086	1.83649	-0.145607	0.308694
80.8136	24.8742	2.04185	-0.025421	-0.0127557	80.8074	24.8688	80.9183	24.8178	1.73008	-0.223536	0.000149472
80.894	24.8789	1.92336	-0.0905991	-0.120985	81.1423	24.8704	80.9183	24.8178	1.73008	-0.223536	0.940604
82.5701	24.6299	1.97409	-0.156435	-0.0832346	82.6216	24.6393	82.6423	24.5525	1.6235	-0.29012	0.00736252
82.5364	24.6012	1.87349	-0.226622	-0.164792	82.5085	24.8114	82.6423	24.5525	1.6235	-0.29012	0.182567
84.1293	24.4937	1.82654	-0.0775712	0.0232248	84.1733	24.5504	84.2584	24.2245	1.51869	-0.345444	0.00716523
84.1591	24.5084	1.78794	-0.078947	0.00695902	84.2898	24.3312	84.2584	24.2245	1.51869	-0.345444	0.209709
85.6661	23.8672	1.82921	-0.384167	-0.175516	85.6378	23.808	85.7688	23.8451	1.41749	-0.390006	0.00573972
85.7755	23.8693	1.87094	-0.413809	-0.227837	85.9743	23.7547	85.7688	23.8451	1.41749	-0.390006	0.329777
87.0485	23.4422	1.6185	-0.42753	-0.127846	86.9449	23.527	87.1776	23.4252	1.32159	-0.424654	0.0385512
87.2683	23.5313	1.63713	-0.355342	-0.124975	87.6171	23.5127	87.1776	23.4252	1.32159	-0.424654	1.14761
88.7139	22.8014	1.78043	-0.454907	-0.0947464	88.8227	22.7869	88.4904	22.9745	1.23248	-0.450514	0.0315311
88.5993	22.7658	1.71922	-0.513731	-0.130405	88.4191	22.9498	88.4904	22.9745	1.23248	-0.450514	0.0990197
89.6387	22.2303	1.43789	-0.527336	-0.0911527	89.4967	22.3082	89.7145	22.5017	1.15138	-0.468904	0.0632607
89.6985	22.2556	1.40601	-0.540769	-0.139188	89.7821	22.4826	89.7145	22.5017	1.15138	-0.468904	0.310685
90.5771	21.6312	1.2806	-0.633292	-0.123121	90.5133	21.6677	90.858	22.0141	1.07929	-0.481241	0.0131092
90.7635	21.708	1.3852	-0.45515	0.0118407	90.8419	22.0974	90.858	22.0141	1.07929	-0.481241	0.259048
91.755	21.1136	1.33801	-0.462343	-0.00355821	91.7178	21.1152	91.9302	21.5174	1.01698	-0.488964	0.00357164
91.9008	21.1501	1.35759	-0.438943	-0.0303119	92.0492	21.5289	91.9302	21.5174	1.01698	-0.488964	0.661128
92.8787	20.891	1.22604	-0.233397	0.0948755	92.8599	20.9537	92.9411	21.016	0.964993	-0.493443	0.00526358
93.0523	20.9666	1.19782	-0.154645	0.108609	93.3186	21.0712	92.9411	21.016	0.964993	-0.493443	0.958212
93.7149	20.3326	1.00662	-0.524711	-0.15822	93.4668	20.2155	93.9011	20.513	0.92369	-0.495919	0.201065
93.7617	20.3726	1.08871	-0.427988	-0.0723019	93.7423	20.5071	93.9011	20.513	0.92369	-0.495919	0.0104237
94.9953	19.6996	1.51107	-0.4267	0.0141445	95.3229	19.6585	94.8209	20.01	0.893308	-0.497439	0.29239
94.7606	19.6252	1.33258	-0.653999	-0.14665	94.494	19.8854	94.8209	20.01	0.893308	-0.497439	0.266006
95.5693	19.5421	0.977754	-0.298576	0.0914094	95.5039	19.6984	95.7116	19.5078	0.87398	-0.498816	0.0493427
95.5911	19.5518	0.984359	-0.278398	0.10385	95.6097	19.5804	95.7116	19.5078	0.87398	-0.498816	0.0516412
96.3007	19.1881	0.973745	-0.299568	0.036474	96.2641	19.1597	96.5842	19.0065	0.865773	-0.500589	0.00499028
96.381	19.2023	1.00948	-0.278593	0.0372278	96.559	18.8688	96.5842	19.0065	0.865773	-0.500589	0.260759
97.3498	18.7564	1.25666	-0.322921	0.0120725	97.5286	18.727	97.45	18.506	0.868716	-0.503009	0.0872519
97.3708	18.7394	1.23816	-0.368282	-0.0296427	97.5333	18.1735	97.45	18.506	0.868716	-0.503009	0.23893
98.218	18.3614	1.21092	-0.339521	-0.00236314	98.2105	18.3739	98.3198	18.0049	0.882805	-0.506023	0.000340742
98.2578	18.359	1.14737	-0.390056	-0.0684893	98.4162	18.1556	98.3198	18.0049	0.882805	-0.506023	0.371548
99.0301	17.4474	1.29109	-0.865002	-0.273072	99.0363	17.357	99.2049	17.503	0.908006	-0.509278	0.00937935
99.0306	17.5263	1.31728	-0.63926	-0.0596009	98.9782	17.2949	99.2049	17.503	0.908006	-0.509278	0.0653793
99.9592	16.9408	1.26549	-0.529266	0.0371319	99.9969	16.9882	100.117	17.0001	0.944242	-0.512134	0.00645529
100.148	16.9803	1.28474	-0.465466	0.0362755	100.441	16.9521	100.117	17.0001	0.944242	-0.512134	0.933155
101.154	16.5203	1.30462	-0.318579	0.101483	101.204	16.5368	101.065	16.497	0.991362	-0.513687	0.00677253
101.13	16.5141	1.23256	-0.370799	0.0462654	101.169	16.4353	101.065	16.497	0.991362	-0.513687	0.155542
102.246	16.3586	1.31681	-0.0181933	0.218556	102.387	16.3992	102.063	15.9949	1.04911	-0.512803	0.0552068
102.111	16.3283	1.17427	-0.10459	0.157968	102.081	15.8359	102.063	15.9949	1.04911	-0.512803	0.171522
103.022	15.4905	1.2391	-0.693292	-0.224306	103.003	15.353	103.119	15.4967	1.11708	-0.508169	0.0208088
102.903	15.5753	1.23011	-0.469124	-0.014241	102.776	15.1195	103.119	15.4967	1.11708	-0.508169	0.260104
103.985	15.2195	1.30314	-0.23138	0.136106	104.114	15.2708	104.244	15.0064	1.19469	-0.498349	0.0495112
103.94	15.203	1.33642	-0.238248	0.145814	103.905	14.7607	104.244	15.0064	1.19469	-0.498349	0.0759692
105.303	14.5091	1.69677	-0.405906	-0.00724388	105.541	14.4412	105.447	14.5293	1.28111	-0.481861	0.159008
105.266	14.4771	1.6434	-0.47256	-0.0644745	105.316	14.0026	105.447	14.5293	1.28111	-0.481861	0.12049
106.686	14.0299	1.7257	-0.236155	0.119491	106.831	14.0482	106.737	14.0724	1.37529	-0.457255	0.0545615
106.579	14.0024	1.65774	-0.298649	0.0749561	106.439	14.2401	106.737	14.0724	1.37529	-0.457255	0.0942133
108.003	13.6561	1.73327	-0.136563	0.129171	108.084	13.6604	108.122	13.644	1.47592	-0.423202	0.0180956
108.051	13.6699	1.72769	-0.132222	0.121543	108.131	13.6844	108.122	13.644	1.47592	-0.423202	0.221183
109.497	13.563	1.76456	0.037401	0.149456	109.534	13.5714	109.606	13.2536	1.58144	-0.378583	0.00385442
109.404	13.5474	1.64101	0.008909	0.12561	109.388	13.1556	109.606	13.2536	1.58144	-0.378583	0.138497
110.964	12.6812	1.78971	-0.561819	-0.255575	111.063	12.5814	111.196	12.9118	1.69008	-0.322574	0.0290769
111.212	12.7538	2.03983	-0.453235	-0.159298	111.426	12.9557	111.196	12.9118	1.69008	-0.322574	0.399193
112.884	12.4026	1.91081	-0.215554	0.0748945	112.913	12.4877	112.893	12.6299	1.7999	-0.254723	0.00667966
112.878	12.3995	1.942	-0.209989	0.0858498	112.797	12.8241	112.893	12.6299	1.7999	-0.254723	0.0445429
114.678	12.5048	2.01193	0.192078	0.277648	114.801	12.5506	114.699	12.4195	1.90891	-0.175007	0.0422312
114.764	12.5452	2.01382	0.237269	0.310777	114.916	12.3187	114.699	12.4195	1.90891	-0.175007	0.319959
116.641	12.1903	2.01455	-0.117339	-0.0733015	116.687	12.1035	116.611	12.2921	2.01507	-0.0838683	0.00603412
116.763	12.2257	2.21474	-0.092865	-0.040262	116.871	12.0659	116.611	12.2921	2.01507	-0.0838683	0.0842705
118.817	11.9962	2.37105	-0.0978777	-0.00740177	118.953	12.0009	118.628	12.2586	2.11648	0.0177712	0.0510322
118.839	11.9963	2.34905	-0.102737	-0.0165184	118.85	12.4063	118.628	12.2586	2.11648	0.0177712	0.19381
120.739	12.2489	2.25214	0.169498	0.151177	120.695	12.2918	120.743	12.3289	2.21139	0.128528	0.00623185
120.828	12.2672	2.30217	0.191131	0.168722	120.934	12.1905	120.743	12.3289	2.21139	0.128528	0.172525
123.189	12.7486	2.72664	0.26617	0.0896903	123.568	12.8297	122.95	12.5114	2.29835	0.246599	0.449335
123.135	12.7605	2.59921	0.300793	0.126966	123.142	12.7694	122.95	12.5114	2.29835	0.246599	0.226793
125.096	12.8771	2.31003	0.125239	-0.0355987	124.894	12.7743	125.242	12.8125	2.37624	0.369827	0.155552
125.273	12.9015	2.58333	0.0989807	-0.0598919	125.376	12.9964	125.242	12.8125	2.37624	0.369827	0.094209
127.677	13.2936	2.78761	0.16724	0.0229993	127.853	13.3273	127.609	13.2365	2.44434	0.495787	0.0918154
127.583	13.2841	2.69592	0.161736	0.0194252	127.506	13.153	127.609	13.2365	2.44434	0.495787	0.105123
129.9	13.6888	2.75002	0.182548	0.0190094	129.947	13.6963	130.042	13.7853	2.50232	0.621879	0.00646255
130.058	13.7111	2.70388	0.212057	0.0496234	130.334	13.781	130.042	13.7853	2.50232	0.621879	1.11178
132.159	14.5043	2.63792	0.390484	0.131003	132.092	14.507	132.53	14.458	2.55028	0.74543	0.0128306
132.3	14.4988	2.79	0.360254	0.0978422	132.447	14.3423	132.53	14.458	2.55028	0.74543	0.18689
134.882	15.0306	2.94916	0.160631	-0.10588	135.074	15.0475	135.066	15.2513	2.58865	0.863795	0.10855
134.933	14.9942	2.84658	0.132321	-0.125222	135.127	14.6575	135.066	15.2513	2.58865	0.863795	0.618891
137.445	16.1434	3.0073	0.475739	0.169678	137.561	16.2147	137.639	16.1592	2.61821	0.974442	0.0436936
137.578	16.1412	3.15876	0.454325	0.138302	137.653	16.5145	137.639	16.1592	2.61821	0.974442	0.140505
140.275	17.0332	3.14305	0.314244	-0.0489335	140.331	17.008	140.242	17.1733	2.63994	1.07503	0.0064941
140.296	17.0302	3.10335	0.315809	-0.0396016	140.305	17.5379	140.242	17.1733	2.63994	1.07503	0.232214
142.875	17.9823	3.12803	0.321149	-0.0111833	142.888	17.9918	142.868	18.2829	2.65497	1.16346	0.000699573
142.768	17.9786	3.02853	0.337007	0.00206306	142.626	18.1458	142.868	18.2829	2.65497	1.16346	0.105571
145.307	19.1266	3.14407	0.421213	0.0489175	145.392	19.1617	145.51	19.4754	2.66445	1.23795	0.0252261
145.513	19.159	3.26532	0.43368	0.0818893	145.789	19.3785	145.51	19.4754	2.66445	1.23795	0.992062
148.18	20.457	3.33695	0.454693	0.0347987	148.251	20.4754	148.163	20.7364	2.66951	1.29702	0.0157131
148.14	20.477	3.21576	0.521429	0.130842	148.146	20.9376	148.163	20.7364	2.66951	1.29702	0.287807
150.618	22.0891	3.28819	0.59886	0.0866869	150.686	22.1142	150.825	22.0502	2.67111	1.33953	0.014988
150.639	22.0776	3.33232	0.561917	0.033629	150.649	21.8148	150.825	22.0502	2.67111	1.33953	0.0198695
153.354	23.492	3.34668	0.430986	-0.0849705	153.422	23.4909	153.491	23.3999	2.66999	1.3647	0.0115044
153.312	23.483	3.20197	0.483791	0.000975127	153.466	22.9115	153.491	23.3999	2.66999	1.3647	0.305573
155.961	24.7858	3.28672	0.411792	-0.0540756	156.047	24.8084	156.159	24.7682	2.66666	1.37208	0.023358
155.925	24.7943	3.09779	0.48703	0.0645001	156.009	25.0678	156.159	24.7682	2.66666	1.37208	0.564476
158.686	25.9677	3.31417	0.338394	-0.0943718	158.905	26.0308	158.827	26.1372	2.66127	1.36157	0.15312
158.814	25.9593	3.29911	0.315842	-0.0882803	159.014	26.1903	158.827	26.1372	2.66127	1.36157	0.842836
161.434	27.3963	3.32477	0.48698	0.0788602	161.412	27.4256	161.493	27.4891	2.65371	1.33344	0.00110853
161.451	27.4569	3.23342	0.58502	0.213086	161.529	27.8454	161.493	27.4891	2.65371	1.33344	0.41918
163.722	28.8589	3.03595	0.650687	0.136582	163.625	28.7683	164.155	28.8064	2.64354	1.28825	0.0462626
163.95	28.8641	3.17119	0.566977	0.0705824	164.116	29.315	164.155	28.8064	2.64354	1.28825	0.582806
166.669	30.1803	3.26648	0.3822	-0.120017	166.828	30.2062	166.809	30.0721	2.63006	1.22694	0.0713144
166.62	30.1576	3.10741	0.419259	-0.0579782	166.748	29.7121	166.809	30.0721	2.63006	1.22694	0.286805
169.099	31.3647	3.11805	0.412048	-0.0251585	169.097	31.3717	169.452	31.2706	2.61238	1.15075	2.03752e-05
169.125	31.3735	3.07612	0.43505	0.0154064	169.345	30.7063	169.452	31.2706	2.61238	1.15075	0.295433
171.947	32.2878	3.3031	0.236406	-0.138521	172.175	32.3404	172.079	32.3873	2.58945	1.06126	0.166415
171.999	32.255	3.1433	0.213182	-0.144752	172.135	32.6666	172.079	32.3873	2.58945	1.06126	1.01836
174.615	33.4161	3.19727	0.401411	0.0679018	174.643	33.4625	174.685	33.4095	2.56021	0.960341	0.00418738
174.542	33.4562	2.99787	0.479793	0.167577	174.474	33.9157	174.685	33.4095	2.56021	0.960341	0.239842
177.029	34.2527	2.92577	0.339864	-0.0278901	177.03	34.2009	177.261	34.3262	2.52363	0.850119	0.00219167
177.03	34.2325	2.7903	0.341526	-0.0128433	177.211	33.8467	177.261	34.3262	2.52363	0.850119	0.43769
179.764	35.0434	3.20628	0.224431	-0.0882079	180.145	35.1423	179.799	35.1289	2.47883	0.732949	0.492835
179.621	34.9983	2.85236	0.24429	-0.0563691	179.543	35.4767	179.799	35.1289	2.47883	0.732949	0.598127
182.31	35.6841	3.18072	0.234778	-0.0260191	182.599	35.753	182.292	35.8114	2.42515	0.611338	0.276974
182.155	35.669	2.81845	0.268782	0.0161155	182.047	36.2626	182.292	35.8114	2.42515	0.611338	0.574521
184.599	36.4739	2.97296	0.331395	0.0419042	184.732	36.5155	184.73	36.37	2.36226	0.487877	0.060381
184.559	36.5118	2.68095	0.422435	0.153775	184.833	36.1451	184.73	36.37	2.36226	0.487877	1.23379
186.893	36.9725	2.67841	0.207028	-0.0775131	186.946	36.9404	187.103	36.804	2.29017	0.365145	0.00517247
187.043	36.9426	2.66404	0.127478	-0.143834	187.296	36.9375	187.103	36.804	2.29017	0.365145	0.864279
189.387	37.3764	2.75682	0.140207	-0.0426094	189.465	37.4052	189.401	37.1147	2.20928	0.245623	0.0196589
189.431	37.3846	2.56666	0.161059	-0.0244012	189.738	36.951	189.401	37.1147	2.20928	0.245623	1.07878
191.682	37.5626	2.6292	0.0729745	-0.0626152	191.735	37.5631	191.615	37.3064	2.12037	0.131591	0.00810495
191.595	37.5227	2.40515	0.0320938	-0.112934	191.682	37.1147	191.615	37.3064	2.12037	0.131591	0.304692
193.544	37.2957	2.32899	-0.175889	-0.175167	193.471	37.2789	193.738	37.3853	2.02462	0.0250452	0.0150114
193.549	37.2836	2.29752	-0.19838	-0.20383	193.555	37.4234	193.738	37.3853	2.02462	0.0250452	0.113124
195.798	37.3472	2.40505	0.0753257	0.111558	195.991	37.3991	195.762	37.3598	1.92349	-0.072386	0.0962583
195.613	37.3317	2.08942	0.0100298	0.042892	195.507	37.4891	195.762	37.3598	1.92349	-0.072386	0.283982
197.574	37.682	2.24194	0.27264	0.176783	197.725	37.7285	197.683	37.2395	1.81869	-0.159495	0.0667328
197.514	37.6935	2.10573	0.288189	0.191337	197.582	37.303	197.683	37.2395	1.81869	-0.159495	0.194225
199.348	37.3929	1.99055	-0.100996	-0.139362	199.294	37.2862	199.497	37.0353	1.71212	-0.235529	0.0269013
199.333	37.3473	1.88705	-0.16092	-0.203649	199.356	37.3527	199.497	37.0353	1.71212	-0.235529	0.140975
201.272	36.9954	2.18835	-0.189152	-0.0629214	201.549	36.9973	201.203	36.7587	1.6057	-0.300201	0.212834
201.114	36.9245	1.98323	-0.323791	-0.191348	200.932	37.4694	201.203	36.7587	1.6057	-0.300201	0.185919
202.84	36.4482	2.06113	-0.279235	-0.0382878	202.962	36.4568	202.801	36.4212	1.50137	-0.353671	0.0395542
202.75	36.4099	1.85464	-0.421832	-0.205895	202.65	37.2445	202.801	36.4212	1.50137	-0.353671	0.3503
204.08	36.1016	1.60938	-0.330893	-0.0492531	203.991	36.1967	204.294	36.0343	1.40095	-0.396497	0.0380786
204.01	36.0623	1.66311	-0.333124	-0.0168055	203.809	36.2941	204.294	36.0343	1.40095	-0.396497	0.153592
